strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
team_total_over_locked,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Germany O/U 1.5,Over,999,1.5,,,Germany,2,,,True,2,9.2,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,9.2,[]
team_total_over_locked,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Germany O/U 1.5,Over,999,1.5,,,Germany,2,,,True,17,4499.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,4499.64,[]
team_total_over_locked,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Germany O/U 1.5,Over,999,1.5,,,Germany,2,,,True,35,7313.79,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,15,1568.13,15,1568.13,35,7313.79,[]
team_total_over_locked,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Germany O/U 1.5,Over,999,1.5,,,Germany,2,,,True,114,17045.100751,0.11,0.999,806.4209,0.0971,69,7283.66966,72,8428.220751,72,8428.220751,94,11299.440751,94,11299.440751,114,17045.100751,[]
team_total_over_locked,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Germany O/U 1.5,Over,999,1.5,,,Germany,2,,,True,143,30773.857109,0.11,0.999,806.4209,0.0971,98,21012.426018,101,22156.977109,101,22156.977109,123,25028.197109,123,25028.197109,143,30773.857109,[]
team_total_under_loss_ge2,60,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,3,66.06,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,10.0,1,10.0,3,66.06,[]
team_total_under_loss_ge2,120,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,3,66.06,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,10.0,1,10.0,3,66.06,[]
team_total_under_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,3,66.06,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,10.0,1,10.0,3,66.06,[]
team_total_under_loss_ge2,300,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,10,5238.51,0.96,0.999,4.0467,0.0971,0,0,1,5.0,1,5.0,8,5182.45,8,5182.45,10,5238.51,[]
team_total_under_loss_ge2,480,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: Ecuador O/U 1.5,Under,2,1.5,,,Ecuador,0,,,,22,9321.61,0.89,0.999,12.0296,0.0971,10,2062.1,12,2088.1,13,4088.1,20,9265.55,20,9265.55,22,9321.61,[]
spread_tight_loss_ge2,60,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,3,105.990029,0.9989999676656989,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,105.990029,[]
spread_tight_loss_ge2,120,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,12,10933.232029,0.85,0.999,17.1971,0.0971,6,727.192,6,727.192,7,777.192,7,777.192,7,777.192,12,10933.232029,[]
spread_tight_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,12,10933.232029,0.85,0.999,17.1971,0.0971,6,727.192,6,727.192,7,777.192,7,777.192,7,777.192,12,10933.232029,[]
spread_tight_loss_ge2,300,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,17,11115.652533,0.85,0.999,17.1971,0.0971,6,727.192,7,739.382,8,789.382,10,891.432504,11,921.732504,17,11115.652533,[]
spread_tight_loss_ge2,480,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Spread: Ecuador (-1.5),Curaçao,2,1.5,2,,,,,other_side,,28,12993.134183,0.85,0.999,17.1971,0.0971,11,976.872,18,2616.86365,19,2666.86365,21,2768.914154,22,2799.214154,28,12993.134183,[]
btts_yes_locked,60,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Both Teams to Score,Yes,999,,,,,,,,True,9,665.87,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,665.87,[]
btts_yes_locked,120,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Both Teams to Score,Yes,999,,,,,,,,True,13,1021.84,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,1021.84,[]
btts_yes_locked,180,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Both Teams to Score,Yes,999,,,,,,,,True,17,1097.74,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,1097.74,[]
btts_yes_locked,300,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Both Teams to Score,Yes,999,,,,,,,,True,21,1176.66,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,21,1176.66,[]
btts_yes_locked,480,2026-06-20,Germany vs. Côte d'Ivoire,2-1,1,Germany,Germany vs. Côte d'Ivoire: Both Teams to Score,Yes,999,,,,,,,,True,26,1609.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,26,1609.86,[]
total_under_loss_ge2,60,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,1,50.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,50.0,[]
total_under_loss_ge2,120,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,8,1814.04,0.95,0.999,5.1132,0.0971,1,864.8,2,908.8,3,958.8,6,1744.04,6,1744.04,8,1814.04,[]
total_under_loss_ge2,180,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,11,2197.31,0.95,0.999,5.1132,0.0971,1,864.8,2,908.8,3,958.8,9,2127.31,9,2127.31,11,2197.31,[]
total_under_loss_ge2,300,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,29,8563.1303,0.95,0.999,5.1132,0.0971,1,864.8,3,910.99,13,6042.99,27,8493.1303,27,8493.1303,29,8563.1303,[]
total_under_loss_ge2,480,2026-06-21,Ecuador vs. Curaçao,0-0,0,,Ecuador vs. Curaçao: O/U 1.5,Under,2,1.5,,0,,,,,,50,11956.73745,0.92,0.999,8.4557,0.0971,15,3825.2,22,4243.57675,34,9436.59715,48,11886.73745,48,11886.73745,50,11956.73745,[]
spread_tight_loss_ge2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-5.5),Tunisia,2,5.5,6,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-5.5),Tunisia,2,5.5,6,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-5.5),Tunisia,2,5.5,6,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-5.5),Tunisia,2,5.5,6,,,,,other_side,,2,2372.006017,0.9969995269232514,0.997,0.2919,0.2919,0,0,0,0,0,0,0,0,0,0,2,2372.006017,[]
spread_tight_loss_ge2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Spread: Japan (-5.5),Tunisia,2,5.5,6,,,,,other_side,,3,2472.306918,0.9969995269232514,0.997,0.2919,0.2919,0,0,0,0,0,0,0,0,0,0,3,2472.306918,[]
draw_no_lead_ge2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia vs. Japan end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia vs. Japan end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia vs. Japan end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia vs. Japan end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia vs. Japan end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,3,837.85,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,837.85,[]
total_under_loss_ge2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,7,2942.357,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,2942.357,[]
total_under_loss_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,9,3970.447,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,9,3970.447,[]
total_under_loss_ge2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,22,19329.68722,0.984,0.999,1.578,0.0971,0,0,0,0,0,0,4,2238.38,9,10058.448554,22,19329.68722,[]
total_under_loss_ge2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 5.5,Under,2,5.5,,4,,,,,,61,33878.176634,0.96,0.999,4.0467,0.0971,0,0,9,1697.4,30,9454.417672,42,16181.320526,48,24606.937968,61,33878.176634,[]
team_total_under_loss_ge2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Tunisia O/U 1.5,Under,2,1.5,,,Tunisia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Tunisia O/U 1.5,Under,2,1.5,,,Tunisia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Tunisia O/U 1.5,Under,2,1.5,,,Tunisia,0,,,,1,2.06,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,2.06,[]
team_total_under_loss_ge2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Tunisia O/U 1.5,Under,2,1.5,,,Tunisia,0,,,,4,283.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,283.51,[]
team_total_under_loss_ge2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Tunisia O/U 1.5,Under,2,1.5,,,Tunisia,0,,,,6,491.51,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,1,4.0,6,491.51,[]
leader_yes_lead_ge2,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,Yes,4,,,,,,,,,18,857.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,18,857.53,[]
leader_yes_lead_ge2,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,Yes,4,,,,,,,,,36,2454.08,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,36,2454.08,[]
leader_yes_lead_ge2,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,Yes,4,,,,,,,,,51,3524.93,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,51,3524.93,[]
leader_yes_lead_ge2,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,Yes,4,,,,,,,,,97,14161.75,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,97,14161.75,[]
leader_yes_lead_ge2,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Japan win on 2026-06-21?,Yes,4,,,,,,,,,169,30092.4,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,169,30092.4,[]
loser_no,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia win on 2026-06-21?,No,5,,,,,,Tunisia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia win on 2026-06-21?,No,5,,,,,,Tunisia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia win on 2026-06-21?,No,5,,,,,,Tunisia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia win on 2026-06-21?,No,5,,,,,,Tunisia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Will Tunisia win on 2026-06-21?,No,5,,,,,,Tunisia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Japan O/U 2.5,Over,999,2.5,,,Japan,4,,,True,2,551.54,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,551.54,[]
team_total_over_locked,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Japan O/U 2.5,Over,999,2.5,,,Japan,4,,,True,2,551.54,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,551.54,[]
team_total_over_locked,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Japan O/U 2.5,Over,999,2.5,,,Japan,4,,,True,4,560.91,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,560.91,[]
team_total_over_locked,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Japan O/U 2.5,Over,999,2.5,,,Japan,4,,,True,7,631.29,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,631.29,[]
team_total_over_locked,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: Japan O/U 2.5,Over,999,2.5,,,Japan,4,,,True,11,973.06,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,11,973.06,[]
draw_no_lead_ge2,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain vs. Saudi Arabia end in a draw?,No,4,,,,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
draw_no_lead_ge2,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain vs. Saudi Arabia end in a draw?,No,4,,,,,,,,,2,65.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,65.58,[]
draw_no_lead_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain vs. Saudi Arabia end in a draw?,No,4,,,,,,,,,2,65.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,65.58,[]
draw_no_lead_ge2,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain vs. Saudi Arabia end in a draw?,No,4,,,,,,,,,2,65.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,65.58,[]
draw_no_lead_ge2,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain vs. Saudi Arabia end in a draw?,No,4,,,,,,,,,3,66.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,66.0,[]
total_over_locked,60,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 3.5,Over,999,3.5,,4,,,,,True,3,1034.04,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,1034.04,[]
total_over_locked,120,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 3.5,Over,999,3.5,,4,,,,,True,4,1134.03,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1134.03,[]
total_over_locked,180,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 3.5,Over,999,3.5,,4,,,,,True,7,1250.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,1250.51,[]
total_over_locked,300,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 3.5,Over,999,3.5,,4,,,,,True,11,1932.31,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,11,1932.31,[]
total_over_locked,480,2026-06-21,Tunisia vs. Japan,0-4,4,Japan,Tunisia vs. Japan: O/U 3.5,Over,999,3.5,,4,,,,,True,26,5017.78,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,26,5017.78,[]
loser_no,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Saudi Arabia win on 2026-06-21?,No,5,,,,,,Saudi Arabia,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Saudi Arabia win on 2026-06-21?,No,5,,,,,,Saudi Arabia,,,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,[]
loser_no,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Saudi Arabia win on 2026-06-21?,No,5,,,,,,Saudi Arabia,,,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,[]
loser_no,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Saudi Arabia win on 2026-06-21?,No,5,,,,,,Saudi Arabia,,,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,[]
loser_no,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Saudi Arabia win on 2026-06-21?,No,5,,,,,,Saudi Arabia,,,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,[]
team_total_under_loss_ge2,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Saudi Arabia O/U 1.5,Under,2,1.5,,,Saudi Arabia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Saudi Arabia O/U 1.5,Under,2,1.5,,,Saudi Arabia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Saudi Arabia O/U 1.5,Under,2,1.5,,,Saudi Arabia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Saudi Arabia O/U 1.5,Under,2,1.5,,,Saudi Arabia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Saudi Arabia O/U 1.5,Under,2,1.5,,,Saudi Arabia,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,3,354.192,0.991,0.9985500204293303,0.8812,0.1409,0,0,0,0,0,0,0,0,1,25.0,3,354.192,[]
spread_tight_loss_ge2,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,3,354.192,0.991,0.9985500204293303,0.8812,0.1409,0,0,0,0,0,0,0,0,1,25.0,3,354.192,[]
spread_tight_loss_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,3,354.192,0.991,0.9985500204293303,0.8812,0.1409,0,0,0,0,0,0,0,0,1,25.0,3,354.192,[]
spread_tight_loss_ge2,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,16,11317.002,0.9872005408746107,0.9985500204293303,1.2581,0.1409,0,0,0,0,0,0,8,10723.0,14,10987.81,16,11317.002,[]
spread_tight_loss_ge2,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spread: Spain (-5.5),Saudi Arabia,2,5.5,6,,,,,other_side,,44,13347.022,0.821,0.9985500204293303,21.2657,0.1409,27,1979.0,28,2030.02,28,2030.02,36,12753.02,42,13017.83,44,13347.022,[]
leader_yes_lead_ge2,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,Yes,4,,,,,,,,,5,96.48,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,96.48,[]
leader_yes_lead_ge2,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,Yes,4,,,,,,,,,9,254.9,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,254.9,[]
leader_yes_lead_ge2,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,Yes,4,,,,,,,,,14,456.35,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,456.35,[]
leader_yes_lead_ge2,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,Yes,4,,,,,,,,,23,3540.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,23,3540.58,[]
leader_yes_lead_ge2,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Will Spain win on 2026-06-21?,Yes,4,,,,,,,,,29,3895.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,29,3895.53,[]
team_total_over_locked,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,1,231.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,231.07,[]
team_total_over_locked,480,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: Spain O/U 2.5,Over,999,2.5,,,Spain,4,,,True,4,1746.2,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1746.2,[]
team_total_under_loss_ge2,60,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,1,55.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,55.0,[]
team_total_under_loss_ge2,120,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,1,55.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,55.0,[]
team_total_under_loss_ge2,180,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,3,75.0,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,20.0,2,20.0,3,75.0,[]
team_total_under_loss_ge2,300,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,5,90.0,0.977,0.999,2.2851,0.0971,0,0,0,0,1,10.0,4,35.0,4,35.0,5,90.0,[]
team_total_under_loss_ge2,480,2026-06-21,Belgium vs. IR Iran,0-0,0,,Belgium vs. IR Iran: IR Iran O/U 1.5,Under,2,1.5,,,IR Iran,0,,,,8,298.0,0.977,0.999,2.2851,0.0971,0,0,0,0,2,20.0,7,243.0,7,243.0,8,298.0,[]
total_over_locked,60,2026-06-21,Spain vs. Saudi Arabia,4-0,4,Spain,Spain vs. Saudi Arabia: O/U 3.5,Over,999,3.5,,4,,,,,True,1,15.8,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,15.8,[]
