strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
loser_no,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Jordan win on 2026-06-17?,No,3,,,,,,Jordan,,,16,32264.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,16,32264.57,[]
loser_no,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Jordan win on 2026-06-17?,No,3,,,,,,Jordan,,,49,71825.764746,0.996,0.999,0.3896,0.0971,0,0,0,0,0,0,0,0,0,0,49,71825.764746,[]
team_total_over_locked,60,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Austria O/U 2.5,Over,999,2.5,,,Austria,3,,,True,5,965.97,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,5,965.97,5,965.97,5,965.97,[]
team_total_over_locked,120,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Austria O/U 2.5,Over,999,2.5,,,Austria,3,,,True,13,3414.402,0.95,0.99,5.1132,0.9801,1,938.392,1,938.392,2,989.412,13,3414.402,13,3414.402,13,3414.402,[]
team_total_over_locked,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Austria O/U 2.5,Over,999,2.5,,,Austria,3,,,True,29,3774.629514,0.69,0.99,43.9975,0.9801,17,1298.619514,17,1298.619514,18,1349.639514,29,3774.629514,29,3774.629514,29,3774.629514,[]
team_total_over_locked,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Austria O/U 2.5,Over,999,2.5,,,Austria,3,,,True,53,4515.817404,0.04,0.99,2397.12,0.9801,41,2039.807404,41,2039.807404,42,2090.827404,53,4515.817404,53,4515.817404,53,4515.817404,[]
team_total_over_locked,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Austria O/U 2.5,Over,999,2.5,,,Austria,3,,,True,57,4690.746613,0.04,0.99,2397.12,0.9801,45,2214.736613,45,2214.736613,46,2265.756613,57,4690.746613,57,4690.746613,57,4690.746613,[]
leader_yes_lead_ge2,60,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,54,10654.34,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,54,10654.34,[]
leader_yes_lead_ge2,120,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,117,34650.72,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,117,34650.72,[]
leader_yes_lead_ge2,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,176,56265.965496,0.989,0.999,1.0792,0.0971,0,0,0,0,0,0,7,5275.91,29,17460.87,176,56265.965496,[]
leader_yes_lead_ge2,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,304,128626.828607,0.96,0.999,4.0467,0.0971,0,0,8,6869.842473,20,21628.398063,102,58911.547321,138,88096.492431,304,128626.828607,[]
leader_yes_lead_ge2,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Will Austria win on 2026-06-17?,Yes,2,,,,,,,,,475,179160.880234,0.93,0.999,7.3169,0.0971,61,15977.195851,179,57403.8941,191,72162.44969,273,109445.598948,309,138630.544058,475,179160.880234,[]
team_total_under_loss_ge2,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: DR Congo O/U 2.5,Under,2,2.5,,,DR Congo,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: DR Congo O/U 2.5,Under,2,2.5,,,DR Congo,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: DR Congo O/U 2.5,Under,2,2.5,,,DR Congo,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: DR Congo O/U 2.5,Under,2,2.5,,,DR Congo,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: DR Congo O/U 2.5,Under,2,2.5,,,DR Congo,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,5,1485.19,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,348.19,2,348.19,5,1485.19,[]
total_under_loss_ge2,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,6,1585.490666,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,348.19,2,348.19,6,1585.490666,[]
total_under_loss_ge2,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,6,1585.490666,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,348.19,2,348.19,6,1585.490666,[]
total_under_loss_ge2,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,11,1748.432854,0.9789999996083989,0.999,2.082,0.0971,0,0,0,0,1,10.214476,6,501.894476,6,501.894476,11,1748.432854,[]
total_under_loss_ge2,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 3.5,Under,2,3.5,,2,,,,,,38,11214.534496,0.94,0.999,6.203,0.0971,8,3446.0,19,6738.0939,27,8543.548518,33,9967.996118,33,9967.996118,38,11214.534496,[]
team_total_over_locked,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Portugal O/U 0.5,Over,999,0.5,,,Portugal,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
btts_yes_locked,60,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Both Teams to Score,Yes,999,,,,,,,,True,3,36.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,36.58,[]
btts_yes_locked,120,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Both Teams to Score,Yes,999,,,,,,,,True,6,84.36,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,84.36,[]
btts_yes_locked,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Both Teams to Score,Yes,999,,,,,,,,True,9,165.47,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,165.47,[]
btts_yes_locked,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Both Teams to Score,Yes,999,,,,,,,,True,12,519.96,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,519.96,[]
btts_yes_locked,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: Both Teams to Score,Yes,999,,,,,,,,True,14,548.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,548.58,[]
total_over_locked,60,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: O/U 3.5,Over,999,3.5,,4,,,,,True,17,1018.64,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,17,1018.64,17,1018.64,17,1018.64,[]
total_over_locked,120,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: O/U 3.5,Over,999,3.5,,4,,,,,True,232,26499.717428,0.72,0.99,38.0489,0.9801,153,7241.899978,154,7341.899978,158,8286.575428,232,26499.717428,232,26499.717428,232,26499.717428,[]
total_over_locked,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: O/U 3.5,Over,999,3.5,,4,,,,,True,395,37803.720848,0.65,0.99,52.7962,0.9801,316,18545.903398,317,18645.903398,321,19590.578848,395,37803.720848,395,37803.720848,395,37803.720848,[]
total_over_locked,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: O/U 3.5,Over,999,3.5,,4,,,,,True,661,76238.223413,0.05,0.99,1897.15,0.9801,582,56980.405963,583,57080.405963,587,58025.081413,661,76238.223413,661,76238.223413,661,76238.223413,[]
total_over_locked,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Austria vs. Jordan: O/U 3.5,Over,999,3.5,,4,,,,,True,788,109642.890222,0.05,0.99,1897.15,0.9801,709,90385.072772,710,90485.072772,714,91429.748222,788,109642.890222,788,109642.890222,788,109642.890222,[]
spread_tight_loss_ge2,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,1,10.0,0.992,0.992,0.7825,0.7825,0,0,0,0,0,0,0,0,1,10.0,1,10.0,[]
spread_tight_loss_ge2,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,3,916.25,0.99,0.992,0.9801,0.7825,0,0,0,0,0,0,1,281.25,3,916.25,3,916.25,[]
spread_tight_loss_ge2,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,4,931.24,0.99,0.992,0.9801,0.7825,0,0,0,0,0,0,2,296.24,4,931.24,4,931.24,[]
spread_tight_loss_ge2,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,15,2262.013331,0.99,0.992,0.9801,0.7825,0,0,0,0,0,0,10,1288.68,15,2262.013331,15,2262.013331,[]
spread_tight_loss_ge2,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Spread: Portugal (-1.5),DR Congo,2,1.5,2,,,,,other_side,,38,10436.292254,0.97,0.992,3.0028,0.7825,0,0,2,40.0,13,4233.145923,32,9449.645923,37,10422.979254,38,10436.292254,[]
total_over_locked,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,2,2.56,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,2.56,[]
total_over_locked,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: O/U 1.5,Over,999,1.5,,2,,,,,True,7,117.32,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,117.32,[]
spread_tight_loss_ge2,60,2026-06-17,England vs. Croatia,4-2,2,England,Spread: England (-3.5),Croatia,2,3.5,4,,,,,other_side,,1,15.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,15.51,[]
spread_tight_loss_ge2,120,2026-06-17,England vs. Croatia,4-2,2,England,Spread: England (-3.5),Croatia,2,3.5,4,,,,,other_side,,1,15.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,15.51,[]
spread_tight_loss_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,Spread: England (-3.5),Croatia,2,3.5,4,,,,,other_side,,2,82.577,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,82.577,[]
spread_tight_loss_ge2,300,2026-06-17,England vs. Croatia,4-2,2,England,Spread: England (-3.5),Croatia,2,3.5,4,,,,,other_side,,4,92.987408,0.9989998470761184,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,92.987408,[]
spread_tight_loss_ge2,480,2026-06-17,England vs. Croatia,4-2,2,England,Spread: England (-3.5),Croatia,2,3.5,4,,,,,other_side,,4,92.987408,0.9989998470761184,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,92.987408,[]
total_under_loss_ge2,60,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,6,342.18,0.995,0.999,0.4875,0.0971,0,0,0,0,0,0,0,0,1,5.26,6,342.18,[]
total_under_loss_ge2,120,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,7,1799.09,0.995,0.999,0.4875,0.0971,0,0,0,0,0,0,0,0,1,5.26,7,1799.09,[]
total_under_loss_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,10,2137.165,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,105.26,2,110.52,10,2137.165,[]
total_under_loss_ge2,300,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,22,7178.09608,0.987999996047755,0.999,1.1786,0.0971,0,0,0,0,0,0,6,1796.165415,10,4011.09208,22,7178.09608,[]
total_under_loss_ge2,480,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 7.5,Under,2,7.5,,6,,,,,,38,8954.46271,0.974,0.999,2.5914,0.0971,0,0,0,0,4,90.277523,22,3572.532045,26,5787.45871,38,8954.46271,[]
team_total_over_locked,60,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,480,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Croatia O/U 1.5,Over,999,1.5,,,Croatia,2,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
btts_yes_locked,60,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Both Teams to Score,Yes,999,,,,,,,,True,5,130.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,130.64,[]
btts_yes_locked,120,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Both Teams to Score,Yes,999,,,,,,,,True,6,133.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,133.07,[]
btts_yes_locked,180,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Both Teams to Score,Yes,999,,,,,,,,True,8,150.13,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,150.13,[]
btts_yes_locked,300,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Both Teams to Score,Yes,999,,,,,,,,True,13,1182.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,1182.73,[]
btts_yes_locked,480,2026-06-17,Portugal vs. DR Congo,1-1,0,,Portugal vs. DR Congo: Both Teams to Score,Yes,999,,,,,,,,True,17,1720.95,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,1720.95,[]
loser_no,60,2026-06-17,England vs. Croatia,4-2,2,England,Will Croatia win on 2026-06-17?,No,3,,,,,,Croatia,,,1,113.16,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,113.16,[]
loser_no,120,2026-06-17,England vs. Croatia,4-2,2,England,Will Croatia win on 2026-06-17?,No,3,,,,,,Croatia,,,4,1164.93,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1164.93,[]
loser_no,180,2026-06-17,England vs. Croatia,4-2,2,England,Will Croatia win on 2026-06-17?,No,3,,,,,,Croatia,,,7,2342.01,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,2342.01,[]
loser_no,300,2026-06-17,England vs. Croatia,4-2,2,England,Will Croatia win on 2026-06-17?,No,3,,,,,,Croatia,,,13,5525.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,5525.44,[]
loser_no,480,2026-06-17,England vs. Croatia,4-2,2,England,Will Croatia win on 2026-06-17?,No,3,,,,,,Croatia,,,27,65831.14,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,27,65831.14,[]
leader_yes_lead_ge2,60,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,77,12253.16,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,77,12253.16,[]
leader_yes_lead_ge2,120,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,105,29719.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,105,29719.53,[]
leader_yes_lead_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,139,48875.41,0.998,0.999,0.1944,0.0971,0,0,0,0,0,0,0,0,0,0,139,48875.41,[]
leader_yes_lead_ge2,300,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,207,81218.066,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,1,29.43,207,81218.066,[]
leader_yes_lead_ge2,480,2026-06-17,England vs. Croatia,4-2,2,England,Will England win on 2026-06-17?,Yes,2,,,,,,,,,309,159383.769689,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,1,29.43,309,159383.769689,[]
draw_no_lead_ge2,60,2026-06-17,England vs. Croatia,4-2,2,England,Will England vs. Croatia end in a draw?,No,2,,,,,,,,,3,50024.08,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,50024.08,[]
draw_no_lead_ge2,120,2026-06-17,England vs. Croatia,4-2,2,England,Will England vs. Croatia end in a draw?,No,2,,,,,,,,,4,50070.05,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,50070.05,[]
draw_no_lead_ge2,180,2026-06-17,England vs. Croatia,4-2,2,England,Will England vs. Croatia end in a draw?,No,2,,,,,,,,,8,52043.33,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,52043.33,[]
draw_no_lead_ge2,300,2026-06-17,England vs. Croatia,4-2,2,England,Will England vs. Croatia end in a draw?,No,2,,,,,,,,,31,157509.71,0.995,0.999,0.4875,0.0971,0,0,0,0,0,0,0,0,1,1291.2,31,157509.71,[]
draw_no_lead_ge2,480,2026-06-17,England vs. Croatia,4-2,2,England,Will England vs. Croatia end in a draw?,No,2,,,,,,,,,66,168739.889362,0.9910000136938464,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,19,6465.089362,66,168739.889362,[]
total_over_locked,60,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 5.5,Over,999,5.5,,6,,,,,True,9,2543.9,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,2543.9,[]
total_over_locked,120,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 5.5,Over,999,5.5,,6,,,,,True,13,2789.17,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,2789.17,[]
total_over_locked,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 5.5,Over,999,5.5,,6,,,,,True,17,3139.66,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,3139.66,[]
total_over_locked,300,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 5.5,Over,999,5.5,,6,,,,,True,25,3825.72,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,25,3825.72,[]
total_over_locked,480,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: O/U 5.5,Over,999,5.5,,6,,,,,True,73,21953.09,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,73,21953.09,[]
spread_tight_loss_ge2,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Spread: Ghana (-2.5),Panama,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Spread: Ghana (-2.5),Panama,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Spread: Ghana (-2.5),Panama,2,2.5,3,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Spread: Ghana (-2.5),Panama,2,2.5,3,,,,,other_side,,2,62.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,62.07,[]
spread_tight_loss_ge2,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Spread: Ghana (-2.5),Panama,2,2.5,3,,,,,other_side,,2,62.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,62.07,[]
team_total_under_loss_ge2,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Panama O/U 1.5,Under,2,1.5,,,Panama,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Panama O/U 1.5,Under,2,1.5,,,Panama,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Panama O/U 1.5,Under,2,1.5,,,Panama,0,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Panama O/U 1.5,Under,2,1.5,,,Panama,0,,,,2,80.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,80.73,[]
team_total_under_loss_ge2,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Panama O/U 1.5,Under,2,1.5,,,Panama,0,,,,2,80.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,80.73,[]
team_total_over_locked,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Ghana O/U 0.5,Over,999,0.5,,,Ghana,1,,,True,4,624.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,624.73,[]
team_total_over_locked,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Ghana O/U 0.5,Over,999,0.5,,,Ghana,1,,,True,4,624.73,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,624.73,[]
team_total_over_locked,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Ghana O/U 0.5,Over,999,0.5,,,Ghana,1,,,True,5,633.95,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,633.95,[]
team_total_over_locked,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Ghana O/U 0.5,Over,999,0.5,,,Ghana,1,,,True,10,1490.72,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,10,1490.72,[]
team_total_over_locked,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: Ghana O/U 0.5,Over,999,0.5,,,Ghana,1,,,True,28,9360.99,0.94,0.999,6.203,0.0971,1,38.46,1,38.46,2,48.46,14,2642.8,14,2642.8,28,9360.99,[]
btts_yes_locked,60,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Both Teams to Score,Yes,999,,,,,,,,True,4,786.59,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,786.59,[]
btts_yes_locked,120,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Both Teams to Score,Yes,999,,,,,,,,True,5,792.47,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,792.47,[]
btts_yes_locked,180,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Both Teams to Score,Yes,999,,,,,,,,True,6,812.47,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,812.47,[]
btts_yes_locked,300,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Both Teams to Score,Yes,999,,,,,,,,True,13,2030.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,2030.51,[]
